,text,weekday,month,day,hour,has_hashtag,has_url,fav_count,is_reply,retweet_count,followers,following,user,screen_name,tweetos
1399,rt كميه طلبات مرفوضه وان شاء الله لسه يوم ماهانتجمع كلنا هاتشوفو هانعمل ايه احتجاج_مناديب_هنقرستيشن,Tue,Aug,06,18,1,0,0,0,3,8,60,Yousif Alyemeny,AlyemenyYousif,other
1400,rt أكلتوا حقوقنا حسبنا الله ونعم الوكيل فيكم احتجاج_مناديب_هنقرستيشن,Tue,Aug,06,18,1,0,0,0,2,8,60,Yousif Alyemeny,AlyemenyYousif,other
1401,rt اقسم بالله ياا ان الي جالس يصير مهزله في مهزله طلب غير متوفر ليش المطعم مايحط انه غير متوفر ' ولو ماحط خلاص دفعت بالفيزا و…,Tue,Aug,06,18,0,0,0,0,3,8,60,Yousif Alyemeny,AlyemenyYousif,other
1402,rt اقسم بالله العظيم قلة حيا ارسل الشكوى ويقولي الايميل ماعادهم يستخدمونه ؟ مين بيوقفهم هذول ترا انا متنرفز من الشغله ' ماكلي…,Tue,Aug,06,18,0,0,0,0,2,8,60,Yousif Alyemeny,AlyemenyYousif,other
1403,rt لا انصح اي مندوب بالتعامل معهم مافيه تعويض لك في حال العميل الغى الطلب او انت تضررت حاليا اصبح الوضع اسوا حججهم جاهزة واخرتها…,Tue,Aug,06,18,0,0,0,0,3,8,60,Yousif Alyemeny,AlyemenyYousif,other
1404,rt متجر نون يقدم خصومات وعروض كبيرة 🎯 عروض مستمرة يومياً وعند استخدامك كوبون خصم نون ستحصل علي خصم اضافي بقيمة 10%⁦ أكوا…,Tue,Aug,06,18,0,0,0,0,5,25,42,ريتاچ 🌻,Qv482coDKTQOiBw,other
1405,هنقرستيشن,Tue,Aug,06,18,0,0,1,1,0,1375,977,Rakan,piilq,@ii2iiy
1406,rt طلب ب 120 ريال التغى ولم يتم تعويضي قال لاني ماصورت الفاتورة مع العلم اجاني طلبين مع بعض وماقدرت اصور ورسلت لهم هم اعملولي ا…,Tue,Aug,06,18,0,0,0,0,3,8,60,Yousif Alyemeny,AlyemenyYousif,other
1407,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,EVBBMK31xkdwKI1,@#هنقرستيشن_كود.
1408,rt متجر نون يقدم خصومات وعروض كبيرة 🎯 عروض مستمرة يومياً وعند استخدامك كوبون خصم نون ستحصل علي خصم اضافي بقيمة 10%⁦ أكوا…,Tue,Aug,06,18,0,0,0,0,5,41,48,هبه خليفه,fnxhvOq9KxDHOox,other
1409,كود خصم هنقرستيشن خصم ٢٠ ٪ اطلب من رقم لم تطلب منه مسبقاً و توصيل مجاني لاغلب المطاعم ضعها في المفضلة هنقر…,Tue,Aug,06,18,0,1,0,0,0,19,97,كـــوثـــر,koko_star11,other
1410,rt تطور الوضع لدرجة انهم يدبسون لك طلب والتطبيق مقفل من يوم الجمعة ويتصل من الدعم ويهدد يا انك توصل الطلب أو نحظر حسابك م…,Tue,Aug,06,18,0,0,0,0,4,8,60,Yousif Alyemeny,AlyemenyYousif,other
1411,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقريتبشم,OHQiLIkNv6j8btg,@#هنقرستيشن_كود.
1412,rt متجر نون يقدم خصومات وعروض كبيرة 🎯 عروض مستمرة يومياً وعند استخدامك كوبون خصم نون ستحصل علي خصم اضافي بقيمة 10%⁦ أكوا…,Tue,Aug,06,18,0,0,0,0,5,41,58,يوسف المطيري,dERUJUHPU4wsbbv,other
1413,كود الخصم من هنقرستيشن 45jzjy,Tue,Aug,06,18,0,0,0,0,0,102,190,롤라,__roln,other
1414,rt متجر نون يقدم خصومات وعروض كبيرة 🎯 عروض مستمرة يومياً وعند استخدامك كوبون خصم نون ستحصل علي خصم اضافي بقيمة 10%⁦ أكوا…,Tue,Aug,06,18,0,0,0,0,5,17,39,مسلم,9lSSyelw8h6XAyr,other
1415,هذا رمز ترويجي تقدر تستفيد منه على هنقرستيشن استمتع برصيد وقدره ٢٠ ريال عند الطلب لأول مرة، حمل التطبيق…,Tue,Aug,06,18,0,1,0,0,0,102,190,롤라,__roln,other
1416,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,gds88512438,@#هنقرستيشن_كود.
1417,rt متجر نون يقدم خصومات وعروض كبيرة 🎯 عروض مستمرة يومياً وعند استخدامك كوبون خصم نون ستحصل علي خصم اضافي بقيمة 10%⁦ أكوا…,Tue,Aug,06,18,0,0,0,0,5,19,58,خصومات متجر نون,RqO0Dpw4VgQPbWO,other
1418,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,dW11iSvM3yHWkxu,@#هنقرستيشن_كود.
1419,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,bdf50067474,@#هنقرستيشن_كود.
1420,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,hg86014687,@#هنقرستيشن_كود.
1421,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,EVBBMK31xkdwKI1,@#هنقرستيشن_كود.
1422,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقريتبشم,OHQiLIkNv6j8btg,@#هنقرستيشن_كود.
1423,كود هنقرستيشن للأرقام الجديده الرمز هو (w987ay8يوضع بخاتة الرمز الترويجي وليس الكوبون /حياك/عند خانةالكوبون🥤🍔,Tue,Aug,06,18,0,0,0,0,0,251,255,كود خصم هنقرستيشن❤️,Hunger_cod,other
1424,✨ كود هنقرستيشن للأرقام الجديده اللي ماطلبت من قبل استخدمو خانة الرمز الترويجي بالاضافه الى كود(م…,Tue,Aug,06,18,0,1,0,0,0,52,135,كود خصم هنقرستيشن ‏(W987AY8@),WGRQKJD,other
1425,كود هنقرستيشن للأرقام الجديده يرجعلك 50% من قيمة طلبك + 20 ريال ب أستخدام رمز (7mlfwb عند خانة الرمز الترويجي كما…,Tue,Aug,06,18,0,1,0,0,0,38,60,ريم كود خصم ايهيرب APY0079 [ هنقرستيشن ],BhZ1_,other
1426,في خانة الرمز الترويجي كود خصم هنقرستيشن 20% كوبون تخفيض 2hpm67q,Tue,Aug,06,18,0,0,0,0,0,0,0,كوبونات,codycopony,other
1427,- 💚 كوبون خصم هنقرستيشن للطلب الاول في خانة الرمز الترويجي استخدم هذا الكود ( 8ta597 يضيف لك رصيد ( ٢٠ ريال بعد…,Tue,Aug,06,18,0,1,0,0,0,11,46,جمانة,kn_t20,other
1428,كود كوبون خصم ترويجي ل هنقرستيشن hungerstation 🍔🍔👇👇 287zn45 287zn45,Tue,Aug,06,18,0,0,0,0,0,22,1,hungerash,hungerash,other
1429,كود خصم من هنقرستيشن 20% 5d9kff,Tue,Aug,06,18,0,0,0,0,0,11,2,كود هنقرستيشن,codeee615,other
1430,اطلببو بسرعه كود كوبون خصم هنقرستيشن wjs9lkg ضعه بخانة الرمز الترويجي استمتعو برصيد يرجع لك بعد الطلب,Tue,Aug,06,18,0,0,0,0,0,5,22,H🍔,foodgoods99,other
1431,توصيل بلآش 😍😲 واكل من الكوفي المفضل وفوق هذا عندك كود خصم وكوبون ترويجي راح يرجعلك بالمحفظة 30 ريال عند طلبك لاول م…,Tue,Aug,06,18,0,1,0,0,0,90,267,كود هنقرستيشن ‏{W987AY8@},2JHH66E6,other
1432,كود هنقرستيشن للأرقام الجديده يرجع لك 20ريال مكافأه بإستخدام الرمز ( w987ay8 يوضع بخانة الرمز الترويجي وليس الك…,Tue,Aug,06,18,0,1,0,0,0,15,17,كود خصم ايهيرب | BDV761 | . روز,Roz_iHerb,other
1433,رمز كود كوبون خصم خاص من هنقرستيشن لطلب ⁦cmgq68,Tue,Aug,06,18,0,0,0,0,0,6,0,كوبون خصم نمشي,namshii213,other
1434,في خانة الرمز الترويجي كود خصم هنقرستيشن 20% كوبون تخفيض 2hpm67q,Tue,Aug,06,18,0,0,0,0,0,0,0,كوبونات,codycopony,other
1435,كود كوبون خصم هنقرستيشن عند طلبك الاول 🥳 tmbtr3,Tue,Aug,06,18,0,0,0,0,0,0,0,hungersaad,hungersaad,other
1436,كود هنقرستيشن للأرقام الجديده يرجعلك 50% من قيمة طلبك + 20ريال مكافأه بإستخدام الرمز ( ، يوضع بخانة الر…,Tue,Aug,06,18,0,1,0,0,0,77,132,(كود خصم ايهرب APY0079) - هنقرستيشن,hunger__sa,other
1437,كود خصم هنقرستيشن 🤩💙💕 tmbtr3,Tue,Aug,06,18,0,0,0,0,0,0,0,hungerstat11,hungerstat11,other
1438,انتفاضه_شعبيه_جنوبيه كود خصم هنقر ستيشن لأول طلب يخصم عشرين ريال وتوصيل بلاش (…,Tue,Aug,06,18,1,1,0,0,0,4,64,🍍,Qi4lc,other
1439,الاهلي_والهلال كود خصم هنقر ستيشن لأول طلب يخصم عشرين ريال وتوصيل بلاش (…,Tue,Aug,06,18,1,1,0,0,0,4,64,🍍,Qi4lc,other
1440,متجر نون يقدم خصومات وعروض كبيرة 🎯 عروض مستمرة يومياً وعند استخدامك كوبون خصم نون ستحصل علي خصم اضافي بقيمة 10%⁦ أ…,Tue,Aug,06,18,0,1,5,0,5,50,61,رزان الرفاعى,YmjWMHpRSaDuMC3,other
1441,هنقرستيشن يوصلولك لو بطاطس,Tue,Aug,06,18,0,0,0,1,0,177,383,كارتيرا,ckar0_t,@xqsh_
1442,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,m30610347,@#هنقرستيشن_كود.
1443,هذا رمز ترويجي تقدر تستفيد منه على هنقرستيشن استمتع برصيد وقدره ٢٠ ريال عند الطلب لأول مرة، حمل التطبيق…,Tue,Aug,06,18,0,1,0,0,0,205,275,soom☕️💕,soommee20,other
1444,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,m15928476,@#هنقرستيشن_كود.
1445,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,m47234449,@#هنقرستيشن_كود.
1446,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,m37855221,@#هنقرستيشن_كود.
1447,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,m86788747,@#هنقرستيشن_كود.
1448,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,m28153939,@#هنقرستيشن_كود.
1449,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,m07522492,@#هنقرستيشن_كود.
1450,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,m97880975,@#هنقرستيشن_كود.
1451,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,m12460300,@#هنقرستيشن_كود.
1452,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هوقرستيشن,m32962235,@#هنقرستيشن_كود.
1453,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,m03660841,@#هنقرستيشن_كود.
1454,هنقرستيشن😏💪,Tue,Aug,06,18,0,0,0,1,0,495,472,ᗪᑌᗩᗩ🌾.,Da__1117,@ii2iiy
1455,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,m36342555,@#هنقرستيشن_كود.
1456,استخدموا أقوى كود كوبون خصم من هنقرستيشن في خانة الرمز الترويجي wjs9lkg و يرجع لك جزء من رصيدك تستفيد منه بالطلبات…,Tue,Aug,06,18,0,1,0,0,0,5,22,H🍔,foodgoods99,other
1457,كود خصم هنقرستيشن 🤩💙 tmbtr3,Tue,Aug,06,18,0,0,0,0,0,0,0,hungerstat11,hungerstat11,other
1458,كود كوبون خصم هنقرستيشن عند طلبك الاول 🥳💕💕 tmbtr3,Tue,Aug,06,18,0,0,0,0,0,0,0,hungersaad,hungersaad,other
1459,ودك بمشاوي الليلة؟ 🤤 اطلب من مطعم بوابة الرافدين 🤩 و هنقرستيشن_يوصلك_ببلاش في الرياض 😍💛,Tue,Aug,06,18,1,1,5,0,0,264790,10,HungerStation | هنقرستيشن,HungerStation,other
1460,- 💚 كوبون خصم هنقرستيشن للطلب الاول في خانة الرمز الترويجي استخدم هذا الكود ( 8ta597 يضيف لك رصيد ( ٢٠ ريال بعد…,Tue,Aug,06,18,0,1,0,0,0,11,46,جمانة,kn_t20,other
1461,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هوقرستيشن,m87722939,@#هنقرستيشن_كود.
1462,كود جبار يخصم للمستخدمين الجدد لـ هنقرستيشن اطلب من مطعمك المفضل وتوصيل مجاني لبعض المطاعم كود خصم هنقرستيشن (w987a…,Tue,Aug,06,18,0,1,0,0,0,19,38,كود هنقرستيشن ✨ ( W987AY8@ )✨,re14u,other
1463,كود هنقرستيشن للأرقام الجديده، يعني لأول طلب لك الرمز هو(w89a3jq، يوضع بخانة الرمز الترويجي وليس الكوبون ورح يرجع…,Tue,Aug,06,18,0,1,0,0,0,1205,3537,كود ،كوبون خصم ايهرب (APY0079) هنقرستيشن,ngwfv,other
1464,كوبون خصم هنقرستيشن استمتع برصيد وقدره ٢٠ ريال عند الطلب لأول مرة قيمة التوصيل مجاني الرمز الترويجي [ ],Tue,Aug,06,18,0,0,0,0,0,29,135,هنقرستيشن | hungerstation,2BQP4B4,other
1465,كود كوبون خصم ترويجي هنقرستيشن hungerstation 👇👇 287zn45 🍔🍔 287zn45,Tue,Aug,06,18,0,0,0,0,0,22,1,hungerash,hungerash,other
1466,كود هنقرستيشن للارقام الجديده اللي ماسبق وطلبت من قبل يرجعلك ٢٠ ريال، الكود هو (trd59f يستخدم عند خانة الرمز الترو…,Tue,Aug,06,18,0,1,0,0,0,0,6,لورا، كود خصم هنقرستيشن,Lou6ra4,other
1467,في خانة الرمز الترويجي كود خصم كوبون تخفيض hungerstation من هنقرستيشن 2hpm67q,Tue,Aug,06,18,0,0,0,0,0,1,0,كودات,alldh4869,other
1468,كود هنقرستيشن للأرقام الجديده اللي ماسبق وطلبت من التطبيق ( الكوبون الأول ( اهلييين 50 يوضع عند خانة الكوبون ،…,Tue,Aug,06,18,0,1,0,0,0,24,62,"ياسمين' كود خصم ايهرب (APY0079), هنقرستيشن",1Jhn9,other
1469,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هنقرستيشن,m43155874,@#هنقرستيشن_كود.
1470,كود هنقرستيشن للأرقام الجديده يرجعلك 50% من قيمة طلبك + 20ريال مكافأه بإستخدام الرمز ( ، يوضع بخانة الر…,Tue,Aug,06,18,0,1,0,0,0,18,98,سحاب ' كود خصم ايهيرب APY0079🏺,zezo1___,other
1471,كود خصم من هنقرستيشن 20% 5d9kff,Tue,Aug,06,18,0,0,0,0,0,11,2,كود هنقرستيشن,codeee615,other
1472,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,18,1,1,0,0,0,0,0,كود خصم هوقرستيشن,m38996485,@#هنقرستيشن_كود.
1473,كوبون كود خصم هنقرستيشن 💕 للمستخدمين الجدد برصيد وقدره ٢٠ ريال عند الطلب لأول مرة الرمز الترويجي (w97y3ts + قيم…,Tue,Aug,06,18,0,1,2,0,2,7,0,كود خصم ايهيرب WZQ2558,discout12,other
1474,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,17,1,1,0,0,0,0,0,كود خصم هنقرستيشن,m97824103,@#هنقرستيشن_كود.
1475,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,17,1,1,0,0,0,1,0,كود خصم هنقرستيشن,m82767504,@#هنقرستيشن_كود.
1476,هنقرستيشن لو يقدرون بيبلكوني,Tue,Aug,06,17,0,0,0,0,0,0,0,sara,totyyr2,other
1477,rt أهل الشاورما 🤤💛 لا تفوتون عرض التوصيل المجاني من شاورما أربيانو 😋 اطلبوه الليلة و هنقرستيشن_يوصلك_ببلاش في الرياض🛵😌 htt…,Tue,Aug,06,17,1,0,0,0,1,72,163,seemo,22Seemo,other
1478,لا تخافون فيه تعاقد جديد خطير مع هنقرستيشن,Tue,Aug,06,17,0,0,0,1,0,388,1240,يزيد,_Iyazeed0,@3bodi_15_
1479,الاهلي_والهلال جوعاااان ؟ مطاعم هنقرستيشن غير وهذا كود خصم يرجع لك بالمحفظه 20 ريال لأول مستخدم 🍔🍕🌯,Tue,Aug,06,17,1,0,0,0,0,902,921,كود خصم هنقرستيشن🍔.,bat_iio,other
1480,هنقرستيشن ، والله جبته من اول محاوله😂,Tue,Aug,06,17,0,0,0,1,0,94,222,فَيّصل؛إلشَمّري☤.,F9o_ih,@ii2iiy
1481,اخي الفاضل لدي مشكله مع هنقرستيشن اسبوع اطالب بارجاع حقي المسلوب مني بغير حق ادفع عن طريق…,Tue,Aug,06,17,1,1,0,0,0,54263,16394,غموض رجل,ALOTAiBi51155,@HungerStation
1482,رمز ترويجي تقدر تستفيد منه على هنقرستيشن خصم 20ريال wng4z9s وللعملاء الجدد التوصيل مجانا,Tue,Aug,06,17,0,0,0,0,0,26,127,كود هنقرستيشن (WNG4Z9S@ ),e5v13n,other
1483,كود خصم20ريال هنقرستيشن fkg9wf للعملاء الجدد التوصيل مجانا,Tue,Aug,06,17,0,0,0,0,0,28,136,newnew,newnew9009l,other
1484,تبي ٥٠ ريال تجي بمحفظتك مع توصيل مجاني ؟ لازم يكون اول طلب لك في هنقرستيشن ، استخدم رقم جديد كل مرة ، اولاً تضيف ال…,Tue,Aug,06,17,0,1,0,0,0,15,1,كود خصم هنقرستيشن,Hunger_c5,other
1485,كود هنقرستيشن للأرقام الجديده يرجعلك 50% من قيمة طلبك + 20 ريال ب أستخدام رمز (7mlfwb عند خانة الرمز الترويجي كما…,Tue,Aug,06,17,0,1,0,0,0,38,60,ريم كود خصم ايهيرب APY0079 [ هنقرستيشن ],BhZ1_,other
1486,"كود خصم موقع نون و فوغا كلوسيت ، كود نون "" ulem “ - كود فوقا "" ab7 "" ريتويت عشان الكل يستفيد "" نمشي وصل كوبون ا…",Tue,Aug,06,17,0,1,0,0,0,21,0,اكواد خصم,R0iWf,other
1487,كود خصم هنقرستيشن هذا الرمز الترويجي خاص للعملاء الجدد أول طلب من هنقرتسيشن ويعطيك رصيد 50 ريال اولاً تضيف الرمز ال…,Tue,Aug,06,17,0,1,0,0,0,2,0,كود هنقرستيشن,hunger_new_code,other
1488,تبي ٥٠ ريال تجي بمحفظتك مع توصيل مجاني ؟ لازم يكون اول طلب لك في هنقرستيشن ، استخدم رقم جديد كل مرة ، اولاً تضيف ال…,Tue,Aug,06,17,0,1,0,0,0,0,0,كود هنقرستيشن,axxxob,other
1489,كود خصم من هنقرستيشن 20% 5d9kff,Tue,Aug,06,17,0,0,0,0,0,11,2,كود هنقرستيشن,codeee615,other
1490,رمز كود كوبون خصم خاص من هنقرستيشن لطلب ⁦cmgq68,Tue,Aug,06,17,0,0,0,0,0,1,0,كوبون نمشي,namshii35,other
1491,كوبون كود خصم هنقرستيشن 💕 للمستخدمين الجدد برصيد وقدره ٢٠ ريال عند الطلب لأول مرة الرمز الترويجي (w97y3ts + قيم…,Tue,Aug,06,17,0,1,5,0,5,6,4,كود خصم ايهيرب HGF625,Discoun06949578,other
1492,توصيل بلآش 😍😲 واكل من مطعمك المفضل وفوق هذا عندك كود خصم وكوبون ترويجي راح يرجعلك بالمحفظة 30 ريال عند طلبك لاول مر…,Tue,Aug,06,17,0,1,0,0,0,90,267,كود هنقرستيشن ‏{W987AY8@},2JHH66E6,other
1493,استمتع بخصم 20 ريال عند الطلب من هنقرستيشن وللعملا الجدد التوصيل مجانا كود,Tue,Aug,06,17,0,0,0,0,0,28,136,newnew,newnew9009l,other
1494,في خانة الرمز الترويجي كود خصم كوبون تخفيض hungerstation من هنقرستيشن 2hpm67q,Tue,Aug,06,17,0,0,0,0,0,1,0,كودات,alldh4869,other
1495,كود هنقرستيشن للأرقام الجديده يرجعلك 50% من قيمة طلبك + 20ريال مكافأه بإستخدام الرمز ( ، يوضع بخانة الر…,Tue,Aug,06,17,0,1,0,0,0,77,132,(كود خصم ايهرب APY0079) - هنقرستيشن,hunger__sa,other
1496,كود كوبون خصم هنقرستيشن wjs9lkg يرجع لك جزء من رصيدك لا يفووتك ضعه في خانة الرمز الترويجي,Tue,Aug,06,17,0,0,0,0,0,5,22,H🍔,foodgoods99,other
1497,كود كوبون خصم هنقرستيشن عند طلبك الاول 🥳💕 tmbtr3,Tue,Aug,06,17,0,0,0,0,0,0,0,hungersaad,hungersaad,other
1498,كوبون خصم هنقرستيشن استمتع برصيد وقدره ٢٠ ريال عند الطلب لأول مرة قيمة التوصيل مجاني الرمز الترويجي [ ],Tue,Aug,06,17,0,0,0,0,0,29,135,هنقرستيشن | hungerstation,2BQP4B4,other
1499,- 💚 كوبون خصم هنقرستيشن للطلب الاول في خانة الرمز الترويجي استخدم هذا الكود ( 8ta597 يضيف لك رصيد ( ٢٠ ريال بعد…,Tue,Aug,06,17,0,1,0,0,0,11,46,جمانة,kn_t20,other
1500,كوبون كود خصم هنقرستيشن 💕 للمستخدمين الجدد برصيد وقدره 30 ريال عند الطلب لأول مرة الرمز الترويجي (w97y3ts + قيم…,Tue,Aug,06,17,0,1,0,0,0,8,3,كوبون خصم ايهيرب AHW7532,BestCoupon14,other
1501,كود كوبون خصم ترويجي من هنقرستيشن بقيمة ٢٠٪؜ hungerstation 🍔🍔👇👇 287zn45 287zn45,Tue,Aug,06,17,0,0,0,0,0,22,1,hungerash,hungerash,other
1502,تطبيق تمت (سعر التوصيل 10 ريال ثابتة واستخدم هذا الكود عند التسجيل uyew6da ويكون التوصيل مجاني لطلبك الأول…,Tue,Aug,06,17,0,1,0,0,0,43,2,كود هنقرستيشن 💛,lkj_8,other
1503,تطبيق تمت (سعر التوصيل 10 ريال ثابتة واستخدم هذا الكود عند التسجيل uyew6da ويكون التوصيل مجاني لطلبك الأول…,Tue,Aug,06,17,0,1,0,0,0,43,2,كود هنقرستيشن 💛,lkj_8,other
1504,كود هنقرستيشن r7dzqj hungerstation هذا رمز ترويجي تقدر تستفيد منه على هنقرستيشن استمتع برصيد وقدره ٢٠ ريال عند ال…,Tue,Aug,06,17,1,1,0,0,0,111,354,jayy,jayy_vc4,other
1505,افضل_مكان_عايلي_في_الرياض كود خصم هنقرستيشن رمز ترويجي تقدر تستفيد منه ف هنقرستيشن استمتع برصيد ٢٠ ريال على طلبك…,Tue,Aug,06,17,1,1,0,0,0,0,4,New,New14411,other
1506,rt كوبون خصم قولدن سنت goldenscent ⛔️ جولدن سنت aaimq ⚠️⭕️ الافضل من سوق كوم - شي ان - اناس - نمشي - وادى - جاب -…,Tue,Aug,06,17,0,0,0,0,2,1849,1485,بسمة الحسيني,o1CnoSqsWTm7E4L,other
1507,كوبون خصم هنقرستيشن هذا الرمز الترويجي تقدر تستفيد منه على هنقرستيشن ويجيك ( 20 ريال رصيد ب…,Tue,Aug,06,17,1,1,0,0,0,0,0,كود خصم هنقرستيشن,m72974091,@#هنقرستيشن_كود.
1508,هنقرستيشن,Tue,Aug,06,17,0,0,1,1,0,430,122,شهد,69lllr,@ii2iiy
1509,هذا رمز ترويجي تقدر تستفيد منه على هنقرستيشن استمتع برصيد وقدره ٢٠ ريال عند الطلب لأول مرة، حمل التطبيق…,Tue,Aug,06,17,0,1,0,0,0,1575,2363,fahad,fahad_111686,other
1510,rt هذا افضل كود خصم ل هنقرستيشن ، لازم يكون اول طلب لك او تسوي حساب برقم جديد ، 😍 الخصم يصل الى 60٪ ❤️megy63❤️️️ هنقرستيشن,Tue,Aug,06,17,1,0,0,0,49,9,85,___sooyaa____,sooyaa36974618,other
1511,كود خصم هنقرستيشن خصم ٢٠ ٪ اطلب من رقم لم تطلب منه مسبقاً و توصيل مجاني لاغلب المطاعم ضعها في المفضلة هنقر…,Tue,Aug,06,17,0,1,0,0,0,19,97,كـــوثـــر,koko_star11,other
1512,كود هنقرستيشن للأرقام الجديده اللي ماسبق وطلبت من التطبيق ( الكوبون الأول ( اهلييين 50 يوضع عند خانة الكوبون ،…,Tue,Aug,06,17,0,1,0,0,0,24,62,"ياسمين' كود خصم ايهرب (APY0079), هنقرستيشن",1Jhn9,other
1513,رمز كود كوبون خصم خاص من هنقرستيشن لطلب ⁦cmgq68,Tue,Aug,06,17,0,0,0,0,0,1,0,كوبون نمشي,namshii35,other
1514,في خانة الرمز الترويجي كود خصم هنقرستيشن 20% كوبون تخفيض 2hpm67q,Tue,Aug,06,17,0,0,0,0,0,0,0,كوبونات,codycopony,other
